ID,CAUSA,VICTIMA,TIPO_VEHICULO_VICTIMA,MARCA_VEHICULO_VICTIMA,MODELO_VEHICULO_VICTIMA,COLECTIVO_VICTIMA,INTERNO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,SRIO_NRO,repetido
7576,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,4,744,
7576,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,4,744,1
7577,LESIONES,CONDUCTOR,MOTO,SUZUKI,AX  100,,,Masculino,21,1089,
7578,LESIONES,CONDUCTOR,MOTO,LUCKY LION,25,,,Masculino,24,1446,
7579,LESIONES,CONDUCTOR,MOTO,BRAVA,NO HAY DATOS,,,Masculino,41,1832,
7580,LESIONES,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,25,2409,
7581,LESIONES,CICLISTA,BICICLETA,DIANONBACK,RODADO 26,,,Femenino,25,1185,
7582,LESIONES,PEATON,PEATON,,,,,Femenino,15,3398,
7582,LESIONES,PEATON,PEATON,,,,,Femenino,17,3398,
7583,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 50,INT 4322,Femenino,67,3428,
7584,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,17,3249,
7585,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,44,506,
7586,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,20,2086,
7587,LESIONES,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,65,1535,
7588,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,CLASICC,,,Femenino,84,3408,
7588,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,CLASICC,,,Femenino,84,3408,1
7589,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZB110,,,Masculino,33,1386,
7590,LESIONES,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,30,2483,
7591,LESIONES,CICLISTA,BICICLETA,SIN DATOS,RODADO 26,,,Masculino,38,2180,
7592,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,36,3239,
7593,LESIONES,PEATON,PEATON,,,,,Femenino,23,2476,
7594,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,59,1904,
7595,LESIONES,CONDUCTOR,MOTO,HONDA,XR,,,Femenino,27,3500,
7596,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,36,3794,
7597,LESIONES,CONDUCTOR,MOTO,STRATO,150,,,Femenino,25,3058,
7598,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,39,4499,
7599,LESIONES,PEATON,PEATON,,,,,Femenino,25,2656,
7600,LESIONES,PEATON,PEATON,,,,,Masculino,4,2574,
7601,LESIONES,CONDUCTOR,MOTO,YAMAHA,XT225,,,Masculino,27,2037,
7602,LESIONES,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,24,2006,
7603,LESIONES,PEATON,PEATON,,,,,Femenino,35,1771,
7604,LESIONES,CONDUCTOR,MOTO,YAMAHA,250,,,Masculino,26,2964,
7605,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,29,2961,
7606,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,48,2951,
7607,LESIONES,CONDUCTOR,MOTO,MOTOMEL,SR 150,,,Masculino,26,2521,
7608,LESIONES,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Femenino,36,2013,
7609,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,5,1213,
7609,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,5,1213,1
7610,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,ROUSER,,,Masculino,26,2763,
7611,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,HONDA,FIT,,,Femenino,37,2918,
7611,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,HONDA,FIT,,,Femenino,37,2918,1
7612,LESIONES,CONDUCTOR,MOTO,SUZUKI,AX  100,,,Masculino,40,1629,
7613,LESIONES,PEATON,PEATON,,,,,Femenino,59,2039,
7614,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,110,,,Masculino,19,2776,
7615,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,34,1764,
7616,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,25,3788,
7617,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Femenino,30,5136,
7618,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,24,1998,
7619,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,75,5144,
7620,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,28,2908,
7621,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),SIN DATOS,NO HAY DATOS,,,Masculino,33,1491,
7622,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FIAT,FIORINO,,,Femenino,23,4439,
7623,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,34,1394,
7624,LESIONES,PEATON,PEATON,,,,,Femenino,58,1820,
7625,LESIONES,CONDUCTOR,MOTO,YAMAHA,110,,,Masculino,27,3956,
7626,LESIONES,PEATON,PEATON,,,,,Masculino,21,3369,
7627,LESIONES,CONDUCTOR,MOTO,HONDA,150,,,Masculino,24,1992,
7628,LESIONES,PASAJERO/ ACOMPA�ANTE + PEATON,PEATON,,,,,Masculino,49,2748,
7629,LESIONES,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,42,642,
7630,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,51,2898,
7631,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Femenino,44,3152,
7632,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Femenino,20,3151,
7633,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,32,2389,
7634,LESIONES,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,26,1763,
7635,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Femenino,77,1868,
7635,LESIONES,CONDUCTOR,MOTO,BRAVA,150,,,Masculino,28,1868,
7636,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,31,2648,
7637,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,31,3672,
7638,LESIONES,PEATON,PEATON,,,,,Femenino,56,4501,
7639,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,28,1430,
7640,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,21,2581,
7641,LESIONES,PEATON,PEATON,,,,,Femenino,50,2894,
7642,LESIONES,PEATON,PEATON,,,,,Femenino,46,3642,
7643,LESIONES,CONDUCTOR + CICLISTA,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SENDA,,,Masculino,22,5813,
7644,LESIONES,CONDUCTOR,MOTO,CORVETTE,NO HAY DATOS,,,Masculino,27,3846,
7645,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,42,2579,
7646,LESIONES,PEATON,PEATON,,,,,Masculino,92,2686,
7647,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Femenino,52,3541,
7648,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 250,,,Masculino,59,5046,
7649,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,37,3481,
7650,LESIONES,PEATON,PEATON,,,,,Femenino,62,3534,
7651,LESIONES,PEATON,PEATON,,,,,Masculino,65,2439,
7652,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,44,3062,
7653,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Femenino,10,2274,
7654,LESIONES,PEATON,PEATON,,,,,Femenino,55,4822,
7655,LESIONES,CONDUCTOR,MOTO,MOTOMEL,110,,,Femenino,47,2019,
7656,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,25,2988,
7657,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,26,3920,
7658,LESIONES,CONDUCTOR,MOTO,BMW,F 800,,,Masculino,36,2545,
7659,LESIONES,PEATON,PEATON,,,,,Femenino,57,168,
7660,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,52,3911,
7661,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 78,INT 322,Masculino,49,2555,
7662,LESIONES,CONDUCTOR,MOTO,ZANELLA,150,,,Masculino,26,3642,
7663,LESIONES,PEATON,PEATON,,,,,Femenino,83,6508,
7664,HOMICIDIO,CONDUCTOR,MOTO,BAJAJ ROUSER,250,,,Masculino,31,3918,
7665,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,200,,,Femenino,19,1968,
7666,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,CLASICC,,,Femenino,24,2968,
7667,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,38,3264,
7668,LESIONES,PEATON,PEATON,,,,,Femenino,51,3456,
7669,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Femenino,18,2939,
7670,LESIONES,PEATON,PEATON,,,,,Femenino,77,3444,
7671,LESIONES,PEATON,PEATON,,,,,Femenino,24,4595,
7672,LESIONES,PEATON,PEATON,,,,,Femenino,55,7253,
7673,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 31,INT 2641,Masculino,29,4317,
7673,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 31,INT 2641,Masculino,29,4317,1
7674,LESIONES,CICLISTA,BICICLETA,SHIMANO,RODADO 28,,,Femenino,44,4239,
7675,LESIONES,PEATON,PEATON,,,,,Masculino,23,4235,
7676,LESIONES,PEATON,PEATON,,,,,Femenino,60,4232,
7677,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,27,3289,
7678,LESIONES,PEATON,PEATON,,,,,Masculino,77,2202,
7679,HOMICIDIO,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,999,2009,
7679,HOMICIDIO,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,999,2009,1
7680,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,YBR 125,,,Masculino,27,2481,
7681,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ 125,,,Masculino,23,2813,
7682,LESIONES,CONDUCTOR,MOTO,JAWA,SUPERNOVA,,,Masculino,71,6260,
7683,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,UNO,,,Femenino,28,2528,
7684,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ,,,Masculino,22,1917,
7685,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 TITAN,,,Masculino,35,1919,
7686,LESIONES,CONDUCTOR,MOTO,ZANELLA,C 110,,,Femenino,40,4333,
7687,LESIONES,PEATON,PEATON,,,,,Femenino,73,4240,
7688,LESIONES,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,33,2149,
7689,LESIONES,CONDUCTOR,MOTO,SUZUKI,FUN,,,Femenino,30,5485,
7690,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,24,4330,
7691,LESIONES,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,30,4332,
7692,LESIONES,CONDUCTOR,MOTO,YAMAHA,125 CC,,,Masculino,24,3136,
7692,LESIONES,CONDUCTOR,MOTO,YAMAHA,125 CC,,,Masculino,24,3136,1
7693,LESIONES,CICLISTA,BICICLETA,ZENITH,NO HAY DATOS,,,Masculino,61,3135,
7694,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,32,4464,
7695,LESIONES,CONDUCTOR,MOTO,MONDIAL,RD 150,,,Masculino,48,5600,
7696,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,41,3462,
7696,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,41,3462,1
7697,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,8,4330,
7698,LESIONES,CONDUCTOR,CAMIONETA,FORD,TRANSIT,,,Masculino,32,509,
7699,LESIONES,PEATON,PEATON,,,,,Masculino,15,489,
7700,LESIONES,CONDUCTOR,CAMIONETA,FORD,RANGER,,,Masculino,25,6237,
7701,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,57,497,
7702,LESIONES,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,22,499,
7703,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,3267,
7704,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,YBR 125,,,Masculino,17,2655,
7704,LESIONES,CONDUCTOR,SIN DATOS,,,,,Masculino,999,2655,
7705,LESIONES,PEATON,PEATON,,,,,Femenino,23,3798,
7706,LESIONES,PEATON,PEATON,,,,,Masculino,58,3795,
7707,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,58,3573,
7708,LESIONES,PEATON,PEATON,,,,,Femenino,60,4341,
7709,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,39,2475,
7710,LESIONES,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,32,4315,
7711,LESIONES,CONDUCTOR,MOTO,ZANELLA,SPEED,,,Masculino,48,508,
7712,LESIONES,PEATON,PEATON,,,,,Masculino,72,4232,
7713,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,36,5643,
7714,LESIONES,CONDUCTOR,MOTO,HONDA,CBX 250,,,Masculino,25,4799,
7715,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,VENTO,,,Femenino,28,2374,
7716,LESIONES,PEATON,SIN DATOS,,,,,Femenino,9,4796,
7716,LESIONES,PEATON,SIN DATOS,,,,,Femenino,40,4796,
7717,LESIONES,CONDUCTOR,AUTO PARTICULAR,BMW,325,,,Masculino,23,4129,
7718,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,19,220,
7719,LESIONES,PEATON,BICICLETA,SIN DATOS,RODADO 26,,,Femenino,78,4132,
7720,LESIONES,CONDUCTOR,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,28,3875,
7720,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,MERIVA,,,Femenino,26,3875,
7721,LESIONES,PEATON,PEATON,,,,,Femenino,50,6761,
7722,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,No hay datos,26,2680,
7723,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Femenino,42,3041,
7724,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,BORA,,,Femenino,22,4840,
7725,LESIONES,PEATON,PEATON,,,,,Masculino,18,7923,
7726,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,31,4844,
7727,LESIONES,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,52,6117,
7728,LESIONES,CONDUCTOR,MOTO,MOTOMEL,NO HAY DATOS,,,Masculino,23,280,
7729,LESIONES,PEATON,PEATON,,,,,Masculino,42,199,
7730,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,62,203,
7731,LESIONES,CICLISTA,BICICLETA,VENZO,RODADO 26,,,Femenino,38,262,
7732,LESIONES,CONDUCTOR,MOTO,CORVEN,NO HAY DATOS,,,Femenino,24,196,
7733,LESIONES,CONDUCTOR,MOTO,YAMAHA,TDM 900,,,Masculino,35,183,
7734,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,MONTAIN BIKE,,,Masculino,999,179,
7735,LESIONES,PEATON,PEATON,,,,,Femenino,66,342,
7736,LESIONES,PEATON,PEATON,,,,,Masculino,39,237,
7737,LESIONES,PEATON,PEATON,,,,,Masculino,30,277,
7738,LESIONES,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,56,175,
7739,LESIONES,PEATON,PEATON,,,,,Femenino,15,355,
7740,LESIONES,CONDUCTOR + CICLISTA,BICICLETA,OLMO,NO HAY DATOS,,,Masculino,25,532,
7741,LESIONES,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,45,337,
7742,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Masculino,25,315,
7743,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,17,437,
7744,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),AUDI,A3,,,Femenino,70,342,
7745,LESIONES,PEATON,PEATON,,,,,Masculino,85,219,
7746,LESIONES,CONDUCTOR,MOTO,HONDA,CB 1,,,Masculino,45,181,
7747,LESIONES,CONDUCTOR,MOTO,ZANELLA,STYLE,,,Masculino,26,360,
7748,LESIONES,CONDUCTOR,MOTO,CORVEN,150,,,Masculino,22,340,
7749,LESIONES,PEATON,PEATON,,,,,Masculino,9,432,
7749,LESIONES,PEATON,PEATON,,,,,Masculino,9,432,1
7750,LESIONES,PEATON,PEATON,,,,,Masculino,21,663,
7751,LESIONES,CONDUCTOR + PEATON,PEATON,,,,,Masculino,44,307,
7752,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,26,653,
7753,LESIONES,PEATON,PEATON,,,,,Femenino,71,373,
7754,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Femenino,35,541,
7755,LESIONES,CONDUCTOR,MOTO,MOTOMEL,CA 100 DB,,,Femenino,28,913,
7756,LESIONES,PEATON,PEATON,,,,,Femenino,27,547,
7757,LESIONES,CONDUCTOR,MOTO,HYUNDAI,NF 100,,,Masculino,26,362,
7758,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,NO HAY DATOS,,,Masculino,26,382,
7758,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,NO HAY DATOS,,,Masculino,26,382,1
7759,LESIONES,PEATON,PEATON,,,,,Masculino,59,632,
7760,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,47,552,
7761,LESIONES,CONDUCTOR,MOTO,GILERA,VC 150,,,Masculino,34,152,
7762,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,32,1230,
7763,LESIONES,PEATON,PEATON,,,,,Masculino,22,433,
7763,LESIONES,PEATON,PEATON,,,,,Masculino,22,433,1
7764,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,44,427,
7764,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,44,427,1
7765,LESIONES,CONDUCTOR,MOTO,HONDA,150,,,Femenino,24,384,
7766,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GUERRERO,150,,,Femenino,28,634,
7766,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GUERRERO,150,,,Femenino,28,634,1
7767,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,PASSAT,,,Masculino,29,552,
7768,LESIONES,PEATON,PEATON,,,,,Masculino,17,661,
7769,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GUERRERO,110,,,Femenino,21,585,
7770,LESIONES,CONDUCTOR,MOTO,GILERA,150,,,Masculino,58,722,
7771,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,27,549,
7772,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,44,487,
7773,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,17,1008,
7774,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,38,404,
7775,LESIONES,PEATON,PEATON,,,,,Masculino,48,922,
7776,LESIONES,PEATON,PEATON,,,,,Masculino,53,642,
7777,LESIONES,CONDUCTOR,MOTO,CERRO,CE 150,,,Masculino,28,716,
7778,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,38,1587,
7779,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,756,
7780,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG TITAN,,,Femenino,40,884,
7780,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG TITAN,,,Femenino,41,884,
7781,LESIONES,CONDUCTOR,MOTO,DEALIM,ADVANCE,,,Masculino,45,551,
7782,LESIONES,CONDUCTOR,SIN DATOS,,,,,Masculino,26,1105,
7783,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,36,640,
7784,LESIONES,PEATON,PEATON,,,,,Femenino,44,752,
7785,LESIONES,PEATON,PEATON,,,,,Masculino,28,2508,
7786,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,18,1599,
7787,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,125,,,Masculino,40,1591,
7788,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,38,1410,
7789,LESIONES,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,43,1706,
7790,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,35,1145,
7790,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,35,1145,1
7791,LESIONES,CONDUCTOR,MOTO,GUERRERO,KRYON GSL 150,,,Masculino,27,1912,
7792,LESIONES,PEATON,PEATON,,,,,Masculino,90,900,
7793,LESIONES,PEATON,PEATON,,,,,Masculino,72,1207,
7794,LESIONES,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,TIIDA,,,Femenino,41,894,
7795,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,68,1596,
7796,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),HONDA,FIT,,,Femenino,75,757,
7796,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),HONDA,FIT,,,Femenino,75,757,1
7797,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,42,1288,
7798,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,33,1118,
7799,LESIONES,PASAJERO/ACOMPA�ANTE,AMBULANCIA,FIAT,FIORINO,,,Femenino,30,554,
7799,LESIONES,PASAJERO/ACOMPA�ANTE,AMBULANCIA,FIAT,FIORINO,,,Masculino,3,554,
7800,LESIONES,PEATON,PEATON,,,,,Masculino,37,1545,
7801,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,38,2163,
7802,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,125,,,Masculino,40,2180,
7803,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,25,3332,
7804,LESIONES,PEATON,PEATON,,,,,Masculino,54,1249,
7805,LESIONES,PEATON,PEATON,,,,,Masculino,42,1478,
7806,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZTT 200,,,Masculino,25,1228,
7807,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,HONDA,CIVIC,,,Masculino,22,884,
7807,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,HONDA,CIVIC,,,Masculino,22,884,1
7808,LESIONES,CONDUCTOR,MOTO,ZANELLA,ELITE 125,,,Masculino,34,956,
7809,LESIONES,PEATON,PEATON,,,,,Femenino,28,2090,
7810,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,18,2187,
7811,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,PUNTO,,,Femenino,19,1675,
7811,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,SIN DATOS,SENTRA,,,Femenino,45,1675,
7812,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,68,2184,
7813,LESIONES,PEATON,PEATON,,,,,Femenino,28,1987,
7814,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,JINCHENG,110,,,Femenino,35,1197,
7815,LESIONES,CONDUCTOR,MOTO,MOTOMEL,150,,,Masculino,53,1555,
7816,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ 125,,,Femenino,43,1028,
7817,LESIONES,PEATON,PEATON,,,,,Femenino,999,1610,
7817,LESIONES,PEATON,PEATON,,,,,Masculino,999,1610,
7818,LESIONES,CONDUCTOR,MOTO,ZANELLA,STYLE,,,Masculino,21,1717,
7819,LESIONES,CONDUCTOR,MOTO,YAMAHA,125 CC,,,Masculino,30,2613,
7820,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,64,1709,
7821,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,39,2726,
7822,LESIONES,PEATON,PEATON,,,,,Masculino,71,1731,
7822,LESIONES,PEATON,PEATON,,,,,Masculino,71,1731,1
7823,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,45,1384,
7824,LESIONES,PEATON,PEATON,,,,,Masculino,36,1579,
7825,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,KANGOO,,,Masculino,61,1919,
7825,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,KANGOO,,,Masculino,61,1919,1
7826,LESIONES,CONDUCTOR,AUTO PARTICULAR,CITROEN,BERLINGO,,,Masculino,22,1880,
7827,LESIONES,CONDUCTOR,MOTO,GUERRERO,TRIP G110,,,Masculino,42,2116,
7827,LESIONES,CONDUCTOR,MOTO,GUERRERO,TRIP G110,,,Masculino,42,2116,1
7828,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,45,2107,
7828,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,45,2107,1
