ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,POINT_X,POINT_Y
2630,6679,POLICIA FEDERAL 2015,ABRIL,8,22/04/2015,7:55:00 PM,VEHICULO - MOTO,COLISION,VENEZUELA 3205,REPUBLICA BOLIVARIANA DE VENEZUELA 3205,CALLE,3205 REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,3205,0,23033,0,POINT(104769.073687 101406.278173),0,4,1,0,-58.41129918,-34.61658245
4115,6680,POLICIA FEDERAL 2015,MAYO,41,22/05/2015,4:00:00 PM,VEHICULO - MOTO,COLISION,2700 SAN BLAS,SAN BLAS 2700,CALLE,2700 SAN BLAS,SAN BLAS,2700,0,20026,0,POINT(98586.4030396 102133.43965),0,6,1,0,-58.47871195,-34.61003729
3571,6681,POLICIA FEDERAL 2015,MAYO,9,22/05/2015,7:30:00 AM,VEHICULO - PEATON,ATROPELLO,3148 AVDA CORRIENTES,CORRIENTES AV. 3148,AVENIDA,3148 CORRIENTES AV.,CORRIENTES AV.,3148,0,3174,0,POINT(104908.687143 102786.204004),0,6,1,0,-58.40978477,-34.60414258
3773,6682,POLICIA FEDERAL 2015,MAYO,30,22/05/2015,7:16:00 PM,VEHICULO - VEHICULO,COLISION,ALVARADO & VIEYTES,ALVARADO y VIEYTES,CALLE,ALVARADO & VIEYTES,ALVARADO,0,VIEYTES,1051,23059,POINT(107800.109375 98097.09375),0,6,1,0,-58.37821944,-34.64639427
3618,6683,POLICIA FEDERAL 2015,MAYO,20,22/05/2015,7:30:00 PM,VEHICULO - PEATON,ATROPELLO,AV CHICLANA Y LA RIOJA,CHICLANA AV. y LA RIOJA,AVENIDA,CHICLANA AV. & LA RIOJA,CHICLANA AV.,0,LA RIOJA,3227,12169,POINT(105217.515625 99886.328125),0,6,1,0,-58.40640025,-34.63028172
3507,6684,POLICIA FEDERAL 2015,MAYO,5,22/05/2015,10:40:00 PM,VEHICULO - PEATON,ATROPELLO,AV CORRIENTES 2176,CORRIENTES AV. 2176,AVENIDA,2176 CORRIENTES AV.,CORRIENTES AV.,2176,0,3174,0,POINT(106010.361555 102729.522416),1,6,1,0,-58.39777383,-34.60464773
3719,6685,POLICIA FEDERAL 2015,MAYO,16,22/05/2015,11:30:00 AM,VEHICULO - PEATON,ATROPELLO,AV MTES DE OCA Y AV CASEROS,"MONTES DE OCA, MANUEL AV. y CASEROS AV.",AVENIDA,"MONTES DE OCA, MANUEL AV. & CASEROS AV.","MONTES DE OCA, MANUEL AV.",0,CASEROS AV.,13115,3085,POINT(107828.1328125 100069.8828125),0,6,1,0,-58.37793187,-34.62861062
4122,6686,POLICIA FEDERAL 2015,MAYO,43,22/05/2015,11:50:00 PM,VEHICULO - VEHICULO,COLISION,AV. A.JONTE Y LLAVALLOL,ALVAREZ JONTE AV. y LLAVALLOL,AVENIDA,ALVAREZ JONTE AV. & LLAVALLOL,ALVAREZ JONTE AV.,0,LLAVALLOL,1056,12161,POINT(97541.6328125 102001.765625),1,6,1,0,-58.49010331,-34.61122223
4141,6687,POLICIA FEDERAL 2015,MAYO,45,22/05/2015,1:10:00 PM,VEHICULO - MOTO,COLISION,AV. BEIRO Y AV. LINCOLN,"BEIRO, FRANCISCO AV. y LINCOLN AV.",AVENIDA,"BEIRO, FRANCISCO AV. & LINCOLN AV.","BEIRO, FRANCISCO AV.",0,LINCOLN AV.,2045,12113,POINT(96349.7265625 103193.171875),0,6,1,0,-58.50309347,-34.60047879
3924,6688,POLICIA FEDERAL 2015,MAYO,37,22/05/2015,6:30:00 PM,VEHICULO - MOTO,COLISION,AV. ELCANO Y RAMON FREIRE,"ELCANO AV. y FREIRE, RAMON, CAP. GRAL.",AVENIDA,"ELCANO AV. & FREIRE, RAMON, CAP. GRAL.",ELCANO AV.,0,"FREIRE, RAMON, CAP. GRAL.",5017,6057,POINT(100412.8359375 106352.203125),0,6,1,0,-58.4588004,-34.57200848
4336,6689,POLICIA FEDERAL 2015,MAYO,48,22/05/2015,10:15:00 AM,VEHICULO - PEATON,ATROPELLO,AV. LARRAZABAL Y AV. RIESTRA,LARRAZABAL y RIESTRA AV.,AVENIDA,LARRAZABAL & RIESTRA AV.,LARRAZABAL,0,RIESTRA AV.,12064,4025,POINT(99083.9609375 94868.09375),0,6,1,0,-58.47329548,-34.67553038
3989,6690,POLICIA FEDERAL 2015,MAYO,12,22/05/2015,10:20:00 PM,VEHICULO - PEATON,ATROPELLO,AV. RIVADAVIA Y ROJAS,RIVADAVIA AV. y ROJAS,AVENIDA,RIVADAVIA AV. & ROJAS,RIVADAVIA AV.,0,ROJAS,19046,19075,POINT(102002.6328125 100970.8828125),1,6,1,0,-58.44146263,-34.62051626
3663,6691,POLICIA FEDERAL 2015,MAYO,21,22/05/2015,12:30:00 PM,MOTO - PEATON,ATROPELLO,AV. SANTA FE 3321,SANTA FE AV. 3321,AVENIDA,3321 SANTA FE AV.,SANTA FE AV.,3321,0,20057,0,POINT(104715.936747 104607.101376),0,6,1,0,-58.41189614,-34.58772912
3856,6692,POLICIA FEDERAL 2015,MAYO,29,22/05/2015,9:30:00 AM,VEHICULO - MOTO,COLISION,AVDA CORDOBA & JORGE NEWBERY,"CORDOBA AV. y NEWBERY, JORGE AV.",AVENIDA,"CORDOBA AV. & NEWBERY, JORGE AV.",CORDOBA AV.,0,"NEWBERY, JORGE AV.",3165,14019,POINT(101323.515625 105159.703125),0,6,1,0,-58.44887414,-34.58275751
3836,6693,POLICIA FEDERAL 2015,MAYO,27,22/05/2015,8:45:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA CORRIENTES Y SERRANO,CORRIENTES AV. y SERRANO,AVENIDA,CORRIENTES AV. & SERRANO,CORRIENTES AV.,0,SERRANO,3174,20090,POINT(101899.7421875 103651.5546875),1,6,1,0,-58.4425904,-34.59635175
3441,6694,POLICIA FEDERAL 2015,MAYO,2,22/05/2015,8:00:00 PM,VEHICULO - VEHICULO,COLISION,AVDA INDEPENDENCIA & DEFENSA,INDEPENDENCIA AV. y DEFENSA,AVENIDA,INDEPENDENCIA AV. & DEFENSA,INDEPENDENCIA AV.,0,DEFENSA,9010,4016,POINT(108403.8046875 101334.6796875),1,6,1,0,-58.37166646,-34.61720473
3474,6695,POLICIA FEDERAL 2015,MAYO,4,22/05/2015,3:10:00 PM,MOTO - MOTO,COLISION,AVDA INDEPENDENCIA & TACUARI,INDEPENDENCIA AV. y TACUARI,AVENIDA,INDEPENDENCIA AV. & TACUARI,INDEPENDENCIA AV.,0,TACUARI,9010,21004,POINT(107752.0234375 101297.140625),0,6,1,0,-58.378773,-34.61754822
3809,6696,POLICIA FEDERAL 2015,MAYO,25,22/05/2015,3:10:00 PM,VEHICULO - MOTO,COLISION,AVDA JUAN B JUSTO & NICARAGUA,"JUSTO, JUAN B. AV. y NICARAGUA",AVENIDA,"JUSTO, JUAN B. AV. & NICARAGUA","JUSTO, JUAN B. AV.",0,NICARAGUA,10018,14021,POINT(102901.9140625 105121.34375),0,6,1,0,-58.43167059,-34.58310013
4272,6697,POLICIA FEDERAL 2015,MAYO,42,22/05/2015,6:27:00 AM,VEHICULO - VEHICULO,COLISION,AVDA LISANDRO DE LA TORRE & AVDA DIRECTORIO,"DE LA TORRE, LISANDRO AV. y DIRECTORIO AV.",AVENIDA,"DE LA TORRE, LISANDRO AV. & DIRECTORIO AV.","DE LA TORRE, LISANDRO AV.",0,DIRECTORIO AV.,21019,4078,POINT(96350.6640625 96575.140625),0,6,1,0,-58.50311217,-34.66013626
4066,6698,POLICIA FEDERAL 2015,MAYO,50,22/05/2015,6:15:00 PM,SIN DATOS,SIN DATOS,AVDA NAZCA Y AVDA AVELLANEDA,NAZCA AV. y AVELLANEDA AV.,AVENIDA,NAZCA AV. & AVELLANEDA AV.,NAZCA AV.,0,AVELLANEDA AV.,14012,1141,POINT(99241.09375 100321.7265625),0,6,1,0,-58.47157569,-34.62636954
3808,6699,POLICIA FEDERAL 2015,MAYO,25,22/05/2015,8:00:00 AM,VEHICULO - MOTO,COLISION,AVDA RAUL SCALABRINI ORTIZ & AVDA CORDOBA,"SCALABRINI ORTIZ, RAUL AV. y CORDOBA AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV. & CORDOBA AV.","SCALABRINI ORTIZ, RAUL AV.",0,CORDOBA AV.,20133,3165,POINT(103049.328125 103878.6015625),0,6,1,0,-58.4300595,-34.59430235
3497,6700,POLICIA FEDERAL 2015,MAYO,22,22/05/2015,2:00:00 PM,VEHICULO - VEHICULO,COLISION,AZOPARDO & ESTADOS UNIDOS,AZOPARDO y ESTADOS UNIDOS,CALLE,AZOPARDO & ESTADOS UNIDOS,AZOPARDO,0,ESTADOS UNIDOS,1149,5087,POINT(108805.640625 101224.28125),0,6,1,0,-58.3672838,-34.61819656
3454,6701,POLICIA FEDERAL 2015,MAYO,3,22/05/2015,7:50:00 AM,VEHICULO - PEATON,ATROPELLO,BARTOLOME MITRE & CERRITO,"MITRE, BARTOLOME y CERRITO",CALLE,"MITRE, BARTOLOME & CERRITO","MITRE, BARTOLOME",0,CERRITO,13094,3118,POINT(107454.9296875 102429.96875),0,6,1,0,-58.38202234,-34.60733864
3969,6702,POLICIA FEDERAL 2015,MAYO,11,22/05/2015,9:36:00 PM,VEHICULO - VEHICULO,COLISION,CAMPICHUELO & AVDA AVELLANEDA,CAMPICHUELO y AVELLANEDA,CALLE,CAMPICHUELO & AVELLANEDA,CAMPICHUELO,0,AVELLANEDA,3040,1141,POINT(102622.34375 101828.9296875),1,6,1,0,-58.43470777,-34.61278011
4337,6703,POLICIA FEDERAL 2015,MAYO,48,22/05/2015,10:20:00 AM,VEHICULO - PEATON,ATROPELLO,GUARDIA NACIONAL 2616,GUARDIA NACIONAL 2616,CALLE,2616 GUARDIA NACIONAL,GUARDIA NACIONAL,2616,0,7091,0,POINT(98812.5145961 96484.0388655),0,6,1,0,-58.47625497,-34.66096342
3970,6704,POLICIA FEDERAL 2015,MAYO,11,22/05/2015,7:05:00 PM,VEHICULO - MOTO,COLISION,OTAMENDI & GRAL VENANCIO FLORES,"OTAMENDI y FLORES, VENANCIO, GRAL.",CALLE,"OTAMENDI & FLORES, VENANCIO, GRAL.",OTAMENDI,0,"FLORES, VENANCIO, GRAL.",16040,6034,POINT(102837.0625 101662.3046875),0,6,1,0,-58.4323661,-34.61428158
3485,6705,POLICIA FEDERAL 2015,MAYO,14,22/05/2015,6:30:00 AM,VEHICULO - VEHICULO,COLISION,PASEO COLON Y BRASIL,PASEO COLON AV. y BRASIL AV.,AVENIDA,PASEO COLON AV. & BRASIL AV.,PASEO COLON AV.,0,BRASIL AV.,17028,2111,POINT(108741.8671875 100447.9296875),0,6,1,0,-58.36797122,-34.62519543
3688,6706,POLICIA FEDERAL 2015,MAYO,53,22/05/2015,7:55:00 AM,VEHICULO - PEATON,ATROPELLO,SARMIENTO Y SANTA FE ,,CALLE,,,,,,,,0,6,1,0,,
4521,6707,POLICIA FEDERAL 2015,JUNIO,18,22/06/2015,12:32:00 AM,VEHICULO - BICICLETA,COLISION,1756 AVDA INDEPENDENCIA,INDEPENDENCIA AV. 1756,AVENIDA,1756 INDEPENDENCIA AV.,INDEPENDENCIA AV.,1756,0,9010,0,POINT(106629.03203 101224.715789),1,2,1,0,-58.39101734,-34.61820889
5166,6708,POLICIA FEDERAL 2015,JUNIO,40,22/06/2015,9:45:00 AM,VEHICULO - MOTO,COLISION,210 AVDA OLIVERA,OLIVERA AV. 210,AVENIDA,210 OLIVERA AV.,OLIVERA AV.,210,0,16017,0,POINT(97850.1940511 99032.3430182),0,2,1,0,-58.48674679,-34.63799048
5051,6709,POLICIA FEDERAL 2015,JUNIO,41,22/06/2015,1:58:00 PM,VEHICULO - MOTO,COLISION,2740 AVDA NAZCA,NAZCA AV. 2740,AVENIDA,2740 NAZCA AV.,NAZCA AV.,2740,0,14012,0,POINT(97774.1197922 102766.674332),0,2,1,0,-58.48756645,-34.60432757
4466,6710,POLICIA FEDERAL 2015,JUNIO,7,22/06/2015,11:55:00 AM,MOTO - PEATON,ATROPELLO,2917 AVDA CORRIENTES,CORRIENTES AV. 2917,AVENIDA,2917 CORRIENTES AV.,CORRIENTES AV.,2917,0,3174,0,POINT(105186.763404 102767.335547),0,2,1,0,-58.40675304,-34.60431132
5052,6711,POLICIA FEDERAL 2015,JUNIO,41,22/06/2015,3:00:00 PM,VEHICULO - VEHICULO,COLISION,ALFREDO R BUFANO & ALEJANDRO MAGARINOS CERVANTES,"BUFANO, ALFREDO R. y MAGARIÑOS CERVANTES, A.",CALLE,"BUFANO, ALFREDO R. & MAGARIÑOS CERVANTES, A.","BUFANO, ALFREDO R.",0,"MAGARIÑOS CERVANTES, A.",2120,13011,POINT(99061.8046875 102127.03125),0,2,1,0,-58.47352872,-34.61009563
4680,6712,POLICIA FEDERAL 2015,JUNIO,24,22/06/2015,2:05:00 PM,VEHICULO - VEHICULO,COLISION,AUTOPISTA BS. AS. - LA PLATA,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES - LA PLATA,0,0,99634,0,0,0,2,1,0,,
4769,6713,POLICIA FEDERAL 2015,JUNIO,27,22/06/2015,4:40:00 PM,VEHICULO - BICICLETA,COLISION,AV.JUAN B.JUSTO Y RAMIREZ DE VELASCO,"JUSTO, JUAN B. AV. y RAMIREZ DE VELASCO, JUAN",AVENIDA,"JUSTO, JUAN B. AV. & RAMIREZ DE VELASCO, JUAN","JUSTO, JUAN B. AV.",0,"RAMIREZ DE VELASCO, JUAN",10018,19004,POINT(101977.28125 104024.3671875),0,2,1,0,-58.44174599,-34.59299092
4795,6714,POLICIA FEDERAL 2015,JUNIO,29,22/06/2015,3:20:00 PM,VEHICULO - MOTO,COLISION,AVDA CORRIENTES & JORGE NEWBERY,"CORRIENTES AV. y NEWBERY, JORGE AV.",AVENIDA,"CORRIENTES AV. & NEWBERY, JORGE AV.",CORRIENTES AV.,0,"NEWBERY, JORGE AV.",3174,14019,POINT(101149.7265625 104501.5390625),0,2,1,0,-58.45076747,-34.58869069
4396,6715,POLICIA FEDERAL 2015,JUNIO,4,22/06/2015,2:00:00 PM,VEHICULO - MOTO,COLISION,AVDA DE MAYO Y AVDA 9 DE JULIO,DE MAYO AV. y 9 DE JULIO AV.,AVENIDA,DE MAYO AV. & 9 DE JULIO AV.,DE MAYO AV.,0,9 DE JULIO AV.,4064,14029,POINT(107535.180627149 102241.165326683),0,2,1,0,-58.38114574,-34.60904
4796,6716,POLICIA FEDERAL 2015,JUNIO,29,22/06/2015,8:00:00 PM,VEHICULO - MOTO,COLISION,AVDA FOREST & AVDA FEDERICO LACROZE,"FOREST AV. y LACROZE, FEDERICO AV.",AVENIDA,"FOREST AV. & LACROZE, FEDERICO AV.",FOREST AV.,0,"LACROZE, FEDERICO AV.",6040,12012,POINT(100856.421875 104890.828125),1,2,1,0,-58.45396487,-34.58518174
4422,6717,POLICIA FEDERAL 2015,JUNIO,22,22/06/2015,11:30:00 AM,VEHICULO - MOTO,COLISION,AVDA ING HUERGO & ESTADOS UNIDOS,"HUERGO, ING. AV. y ESTADOS UNIDOS",AVENIDA,"HUERGO, ING. AV. & ESTADOS UNIDOS","HUERGO, ING. AV.",0,ESTADOS UNIDOS,8030,5087,POINT(108881.984375 101232.6875),0,2,1,0,-58.36645144,-34.61812013
5064,6718,POLICIA FEDERAL 2015,JUNIO,43,22/06/2015,8:41:00 PM,VEHICULO - VEHICULO,COLISION,GAONA 5040,GAONA AV. 5040,AVENIDA,5040 GAONA AV.,GAONA AV.,5040,0,7025,0,POINT(97296.8191382 100043.910355),1,2,1,0,-58.49277889,-34.62887049
5063,6719,POLICIA FEDERAL 2015,JUNIO,43,22/06/2015,8:20:00 PM,MOTO - PEATON,ATROPELLO,J.B.JUSTO Y CARRASCO,"JUSTO, JUAN B. AV. y CARRASCO AV.",AVENIDA,"JUSTO, JUAN B. AV. & CARRASCO AV.","JUSTO, JUAN B. AV.",0,CARRASCO AV.,10018,3077,POINT(97106.5941085028 99970.0984891514),1,2,1,0,-58.49485361,-34.62953533
4467,6720,POLICIA FEDERAL 2015,JUNIO,7,22/06/2015,8:55:00 PM,VEHICULO - VEHICULO,COLISION,JEAN JAURES & BARTOLOME MITRE,"JAURES, JEAN y MITRE, BARTOLOME",CALLE,"JAURES, JEAN & MITRE, BARTOLOME","JAURES, JEAN",0,"MITRE, BARTOLOME",10006,13094,POINT(104853.40625 102229.890625),1,2,1,0,-58.4103843,-34.60915768
4667,6721,POLICIA FEDERAL 2015,JUNIO,16,22/06/2015,8:30:00 PM,VEHICULO - PEATON,ATROPELLO,JUAN DE GARAY Y SALTA,"GARAY, JUAN DE AV. y SALTA",AVENIDA,"GARAY, JUAN DE AV. & SALTA","GARAY, JUAN DE AV.",0,SALTA,7026,20017,POINT(107378.140625 100253.40625),1,2,1,0,-58.38284074,-34.62695958
5134,6722,POLICIA FEDERAL 2015,JUNIO,49,22/06/2015,11:15:00 PM,VEHICULO - VEHICULO,COLISION,LUGONES & RUIZ HUIDOBRO,LUGONES y RUIZ HUIDOBRO AV.,AVENIDA,LUGONES & RUIZ HUIDOBRO AV.,LUGONES,0,RUIZ HUIDOBRO AV.,12151,19093,POINT(97268.6571664511 108327.000253694),1,2,1,0,-58.49305883,-34.55420299
4717,6723,POLICIA FEDERAL 2015,JUNIO,30,22/06/2015,6:30:00 PM,VEHICULO - MOTO,COLISION,LUZURIAGA 1500,LUZURIAGA 1500,CALLE,1500 LUZURIAGA,LUZURIAGA,1500,0,12157,0,POINT(106974.8069 97450.6874284),0,2,1,0,-58.38721623,-34.65222711
4575,6724,POLICIA FEDERAL 2015,JUNIO,15,22/06/2015,1:30:00 PM,VEHICULO - PEATON,ATROPELLO,M.T DE ALVEAR 452,"ALVEAR, MARCELO T. DE 452",CALLE,"452 ALVEAR, MARCELO T. DE","ALVEAR, MARCELO T. DE",452,0,1062,0,POINT(108211.845786 103660.638211),0,2,1,0,-58.37378189,-34.59623913
4871,6725,POLICIA FEDERAL 2015,JUNIO,51,22/06/2015,2:00:00 PM,VEHICULO - MOTO,COLISION,MENDOZA & MONTANESES,MENDOZA y MONTAÑESES,CALLE,MENDOZA & MONTAÑESES,MENDOZA,0,MONTAÑESES,13071,13110,POINT(101245.546875 108077.9296875),0,2,1,0,-58.44972803,-34.55645132
4450,6726,POLICIA FEDERAL 2015,JUNIO,6,22/06/2015,6:17:00 AM,MOTO - PEATON,ATROPELLO,MEXICO 1835,MEXICO 1835,CALLE,1835 MEXICO,MEXICO,1835,0,13076,0,POINT(106511.429944 101503.495433),0,2,1,0,-58.39230178,-34.61569661
4666,6727,POLICIA FEDERAL 2015,JUNIO,16,22/06/2015,1:30:00 PM,VEHICULO - PEATON,ATROPELLO,PIEDRAS 1314,PIEDRAS 1314,CALLE,1314 PIEDRAS,PIEDRAS,1314,0,17078,0,POINT(107914.607272 100613.821274),0,2,1,0,-58.37699388,-34.62370669
5167,6728,POLICIA FEDERAL 2015,JUNIO,40,22/06/2015,3:00:00 PM,VEHICULO - MOTO,COLISION,WHITE & AVDA EVA PERON,"WHITE y PERON, EVA AV.",AVENIDA,"WHITE & PERON, EVA AV.",WHITE,0,"PERON, EVA AV.",24006,4056,POINT(98785.3984375 97051.3671875),0,2,1,0,-58.47654994,-34.6558493
5813,6729,POLICIA FEDERAL 2015,JULIO,10,22/07/2015,2:00:00 PM,VEHICULO - MOTO,COLISION,4030 AVDA RIVADAVIA,RIVADAVIA AV. 4030,AVENIDA,4030 RIVADAVIA AV.,RIVADAVIA AV.,4030,0,19046,0,POINT(103720.737853 101880.877579),0,4,2,0,-58.42273197,-34.6123085
5652,6730,POLICIA FEDERAL 2015,JULIO,25,22/07/2015,8:28:00 PM,VEHICULO - PEATON,ATROPELLO,4128 GORRITI,GORRITI 4128,CALLE,4128 GORRITI,GORRITI,4128,0,7072,0,POINT(103672.393417 103782.257371),1,4,2,0,-58.42326718,-34.59516883
5814,6731,POLICIA FEDERAL 2015,JULIO,10,22/07/2015,3:00:00 PM,VEHICULO - PEATON,ATROPELLO,4494 VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA 4494,CALLE,4494 REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,4494,0,23033,0,POINT(103210.608442 101214.261571),0,4,2,0,-58.42829151,-34.61831934
5319,6732,POLICIA FEDERAL 2015,JULIO,3,22/07/2015,12:35:00 AM,MOTO - PEATON,ATROPELLO,510 CARLOS PELLEGRINI,"PELLEGRINI, CARLOS 510",CALLE,"510 PELLEGRINI, CARLOS","PELLEGRINI, CARLOS",510,0,17052,0,POINT(107545.383643 102976.440937),1,4,2,0,-58.38104099,-34.60241185
5407,6733,POLICIA FEDERAL 2015,JULIO,7,22/07/2015,4:50:00 PM,MOTO - PEATON,ATROPELLO,617 AVDA PUEYRREDON,PUEYRREDON AV. 617,AVENIDA,617 PUEYRREDON AV.,PUEYRREDON AV.,617,0,17132,0,POINT(105349.025436 102908.858283),0,4,2,0,-58.40498493,-34.60303475
5609,6734,POLICIA FEDERAL 2015,JULIO,28,22/07/2015,1:10:00 PM,VEHICULO - PEATON,ATROPELLO,AMANCIO ALCORTA Y VELEZ SARSFIELD,"ALCORTA, AMANCIO AV. y VELEZ SARSFIELD AV.",AVENIDA,"ALCORTA, AMANCIO AV. & VELEZ SARSFIELD AV.","ALCORTA, AMANCIO AV.",0,VELEZ SARSFIELD AV.,1036,23031,POINT(106731.4375 98784.4765625),0,4,2,0,-58.3898815,-34.64020548
5765,6735,POLICIA FEDERAL 2015,JULIO,37,22/07/2015,10:00:00 AM,MOTO - MOTO,COLISION,AV. A. THOMAS Y TRONADOR,ALVAREZ THOMAS AV. y TRONADOR,AVENIDA,ALVAREZ THOMAS AV. & TRONADOR,ALVAREZ THOMAS AV.,0,TRONADOR,1059,21059,POINT(99750.1328125 105574.375),0,4,2,0,-58.46602274,-34.5790202
5550,6736,POLICIA FEDERAL 2015,JULIO,23,22/07/2015,12:43:00 PM,VEHICULO - MOTO,COLISION,AV. CASARES Y AV. SARMIENTO,CASARES AV. y SARMIENTO AV.,AVENIDA,CASARES AV. & SARMIENTO AV.,CASARES AV.,0,SARMIENTO AV.,3082,20075,POINT(104940.935892695 106683.683718104),0,4,2,0,-58.4094556,-34.56900881
5634,6737,POLICIA FEDERAL 2015,JULIO,32,22/07/2015,8:30:00 AM,VEHICULO - VEHICULO,COLISION,AV. CASEROS Y PEPIRI,CASEROS AV. y PEPIRI,AVENIDA,CASEROS AV. & PEPIRI,CASEROS AV.,0,PEPIRI,3085,17056,POINT(104973.765625 99061.15625),0,4,2,0,-58.40905367,-34.63772132
6013,6738,POLICIA FEDERAL 2015,JULIO,45,22/07/2015,11:40:00 AM,VEHICULO - MOTO,COLISION,AV. CHIVILCOY Y COLECTORA GRAL PAZ,"CHIVILCOY AV. y PAZ, GRAL. AV.",AVENIDA,"CHIVILCOY AV. & PAZ, GRAL. AV.",CHIVILCOY AV.,0,"PAZ, GRAL. AV.",3258,17041,POINT(94874.328125 104184.5234375),0,4,2,0,-58.51917163,-34.59153593
6016,6739,POLICIA FEDERAL 2015,JULIO,45,22/07/2015,6:56:00 PM,VEHICULO - VEHICULO,COLISION,AV. LASTRA Y NAVARRO ,LASTRA AV. y NAVARRO,AVENIDA,LASTRA AV. & NAVARRO,LASTRA AV.,0,NAVARRO,12081,14009,POINT(94878.21875 102227.15625),0,4,2,0,-58.51914115,-34.60918049
5967,6740,POLICIA FEDERAL 2015,JULIO,39,22/07/2015,10:09:00 PM,VEHICULO - MOTO,COLISION,AVDA ALVAREZ THOMAS & MARIANO ACHA,"ALVAREZ THOMAS AV. y ACHA, MARIANO, GRAL.",AVENIDA,"ALVAREZ THOMAS AV. & ACHA, MARIANO, GRAL.",ALVAREZ THOMAS AV.,0,"ACHA, MARIANO, GRAL.",1059,1009,POINT(99188.1297879321 105688.131386479),1,4,2,0,-58.47214778,-34.57799443
5339,6741,POLICIA FEDERAL 2015,JULIO,4,22/07/2015,1:10:00 PM,VEHICULO - MOTO,COLISION,AVDA BELGRANO 980,BELGRANO AV. 980,AVENIDA,980 BELGRANO AV.,BELGRANO AV.,980,0,2051,0,POINT(107631.420827 101791.150708),0,4,2,0,-58.38009244,-34.61309591
5815,6742,POLICIA FEDERAL 2015,JULIO,10,22/07/2015,4:02:00 PM,VEHICULO - MOTO,COLISION,AVDA BOEDO & HIPOLITO YRIGOYEN,"BOEDO y YRIGOYEN, HIPOLITO AV.",AVENIDA,"BOEDO & YRIGOYEN, HIPOLITO AV.",BOEDO,0,"YRIGOYEN, HIPOLITO AV.",2087,26005,POINT(104224.015625 101707.0703125),0,4,2,0,-58.4172438,-34.61387335
5361,6743,POLICIA FEDERAL 2015,JULIO,5,22/07/2015,12:38:00 PM,MOTO - PEATON,ATROPELLO,AVDA CORRIENTES & AVDA CALLAO,CORRIENTES AV. y CALLAO AV.,AVENIDA,CORRIENTES AV. & CALLAO AV.,CORRIENTES AV.,0,CALLAO AV.,3174,3030,POINT(106513.71875 102752.6640625),0,4,2,0,-58.39228633,-34.60443608
5833,6744,POLICIA FEDERAL 2015,JULIO,11,22/07/2015,2:20:00 AM,VEHICULO - VEHICULO,COLISION,AVDA ESTADO DE ISRAEL & YATAY,ESTADO DE ISRAEL AV. y YATAY,AVENIDA,ESTADO DE ISRAEL AV. & YATAY,ESTADO DE ISRAEL AV.,0,YATAY,5086,26002,POINT(103239.2421875 103421.3203125),1,4,2,0,-58.42798757,-34.59842391
6200,6745,POLICIA FEDERAL 2015,JULIO,52,22/07/2015,11:05:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA GRAL FRANCISCO FERNANDEZ DE LA CRUZ & FONROUGE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y FONROUGE",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. & FONROUGE","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,FONROUGE,3195,6037,POINT(99803.3984375 94527.8125),0,4,2,0,-58.46544549,-34.67859821
6126,6746,POLICIA FEDERAL 2015,JULIO,42,22/07/2015,12:45:00 PM,VEHICULO - MOTO,COLISION,AVDA GRAL PAZ & AUTP GRAL PAZ,"PAZ, GRAL. AV.",AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV.",0,0,17041,0,0,0,4,2,0,,
5408,6747,POLICIA FEDERAL 2015,JULIO,7,22/07/2015,10:30:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA PUEYRREDON & BARTOLOME MITRE,"PUEYRREDON AV. y MITRE, BARTOLOME",AVENIDA,"PUEYRREDON AV. & MITRE, BARTOLOME",PUEYRREDON AV.,0,"MITRE, BARTOLOME",17132,13094,POINT(105254.953125 102213.9453125),0,4,2,0,-58.40600624,-34.60929946
5409,6748,POLICIA FEDERAL 2015,JULIO,7,22/07/2015,9:30:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA PUEYRREDON & TUCUMAN,PUEYRREDON AV. y TUCUMAN,AVENIDA,PUEYRREDON AV. & TUCUMAN,PUEYRREDON AV.,0,TUCUMAN,17132,21060,POINT(105365.859375 103041.4375),1,4,2,0,-58.40480223,-34.60183953
